period_end,period_key,frequency,instrument,factor_id,value,coverage,asof_date,quality_flag,source_version
2025-10-31,2025-10,monthly,corn,seasonal_sin,-0.8660254038,1,2025-10-31,ok,corn_monthly_factors_v1
2025-11-28,2025-11,monthly,corn,seasonal_cos,0.8660254038,1,2025-11-28,ok,corn_monthly_factors_v1
2025-11-28,2025-11,monthly,corn,seasonal_sin,-0.5,1,2025-11-28,ok,corn_monthly_factors_v1
2025-12-31,2025-12,monthly,corn,seasonal_cos,1,1,2025-12-31,ok,corn_monthly_factors_v1
2025-12-31,2025-12,monthly,corn,seasonal_sin,-2.449293598e-16,1,2025-12-31,ok,corn_monthly_factors_v1
2026-01-30,2026-01,monthly,corn,seasonal_cos,0.8660254038,1,2026-01-30,ok,corn_monthly_factors_v1
2026-01-30,2026-01,monthly,corn,seasonal_sin,0.5,1,2026-01-30,ok,corn_monthly_factors_v1
2026-02-27,2026-02,monthly,corn,seasonal_cos,0.5,1,2026-02-27,ok,corn_monthly_factors_v1
2026-02-27,2026-02,monthly,corn,seasonal_sin,0.8660254038,1,2026-02-27,ok,corn_monthly_factors_v1
2026-03-31,2026-03,monthly,corn,seasonal_cos,6.123233996e-17,1,2026-03-31,ok,corn_monthly_factors_v1
